Event,Color,Style,Dress_Path,Accessory_Path
Wedding,Purple,Eco-Friendly Fashionista,Wedding/Purple/Eco-Friendly Fashionista/Dress/11.jpg,Wedding/Purple/Eco-Friendly Fashionista/Accessories/656b1570f0645e5a551e8cc3-brilove-women-39-s-wedding-jewelry.jpg
Wedding,Purple,Eco-Friendly Fashionista,Wedding/Purple/Eco-Friendly Fashionista/Dress/11.jpg,Wedding/Purple/Eco-Friendly Fashionista/Accessories/png-transparent-handbag-wedding-dress-evening-gown-leather-handbags-purple-violet-fashion-thumbnail.png
Wedding,Purple,Eco-Friendly Fashionista,Wedding/Purple/Eco-Friendly Fashionista/Dress/11.jpg,Wedding/Purple/Eco-Friendly Fashionista/Accessories/purple-wedding-shoes-CBYFET.jpg
Wedding,Purple,Minimalist Maven,Wedding/Purple/Minimalist Maven/Dress/11.jpg,Wedding/Purple/Minimalist Maven/Accessories/656b1570f0645e5a551e8cc3-brilove-women-39-s-wedding-jewelry.jpg
Wedding,Purple,Minimalist Maven,Wedding/Purple/Minimalist Maven/Dress/11.jpg,Wedding/Purple/Minimalist Maven/Accessories/png-transparent-handbag-wedding-dress-evening-gown-leather-handbags-purple-violet-fashion-thumbnail.png
Wedding,Purple,Minimalist Maven,Wedding/Purple/Minimalist Maven/Dress/11.jpg,Wedding/Purple/Minimalist Maven/Accessories/purple-wedding-shoes-CBYFET.jpg
Wedding,Purple,Retro Futurism,Wedding/Purple/Retro Futurism/Dress/11.jpg,Wedding/Purple/Retro Futurism/Accessories/656b1570f0645e5a551e8cc3-brilove-women-39-s-wedding-jewelry.jpg
Wedding,Purple,Retro Futurism,Wedding/Purple/Retro Futurism/Dress/11.jpg,Wedding/Purple/Retro Futurism/Accessories/png-transparent-handbag-wedding-dress-evening-gown-leather-handbags-purple-violet-fashion-thumbnail.png
Wedding,Purple,Retro Futurism,Wedding/Purple/Retro Futurism/Dress/11.jpg,Wedding/Purple/Retro Futurism/Accessories/purple-wedding-shoes-CBYFET.jpg
Wedding,Purple,Streetwear,Wedding/Purple/Streetwear/Dress/11.jpg,Wedding/Purple/Streetwear/Accessories/656b1570f0645e5a551e8cc3-brilove-women-39-s-wedding-jewelry.jpg
Wedding,Purple,Streetwear,Wedding/Purple/Streetwear/Dress/11.jpg,Wedding/Purple/Streetwear/Accessories/png-transparent-handbag-wedding-dress-evening-gown-leather-handbags-purple-violet-fashion-thumbnail.png
Wedding,Purple,Streetwear,Wedding/Purple/Streetwear/Dress/11.jpg,Wedding/Purple/Streetwear/Accessories/purple-wedding-shoes-CBYFET.jpg
Wedding,Purple,Vintage Vibes,Wedding/Purple/Vintage Vibes/Dress/11.jpg,Wedding/Purple/Vintage Vibes/Accessories/656b1570f0645e5a551e8cc3-brilove-women-39-s-wedding-jewelry.jpg
Wedding,Purple,Vintage Vibes,Wedding/Purple/Vintage Vibes/Dress/11.jpg,Wedding/Purple/Vintage Vibes/Accessories/png-transparent-handbag-wedding-dress-evening-gown-leather-handbags-purple-violet-fashion-thumbnail.png
Wedding,Purple,Vintage Vibes,Wedding/Purple/Vintage Vibes/Dress/11.jpg,Wedding/Purple/Vintage Vibes/Accessories/purple-wedding-shoes-CBYFET.jpg
Wedding,Yellow,Bold and Bright,Wedding/Yellow/Bold and Bright/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Wedding/Yellow/Bold and Bright/Accessories/1000015188_ed055c80-488b-4898-bf71-12024e797992-3X.png
Wedding,Yellow,Bold and Bright,Wedding/Yellow/Bold and Bright/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Wedding/Yellow/Bold and Bright/Accessories/36e19f4717895f66c05715b80cc67215.jpg
Wedding,Yellow,Bold and Bright,Wedding/Yellow/Bold and Bright/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Wedding/Yellow/Bold and Bright/Accessories/90ea75f21889f3015274cf55a78a98d5.jpg
Wedding,Yellow,Bold and Bright,Wedding/Yellow/Bold and Bright/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Wedding/Yellow/Bold and Bright/Accessories/98fdc3ee8dc2e571c44f91713c899db0.jpg
Wedding,Yellow,Casual Comfort,Wedding/Yellow/Casual Comfort/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Wedding/Yellow/Casual Comfort/Accessories/1000015188_ed055c80-488b-4898-bf71-12024e797992-3X.png
Wedding,Yellow,Casual Comfort,Wedding/Yellow/Casual Comfort/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Wedding/Yellow/Casual Comfort/Accessories/36e19f4717895f66c05715b80cc67215.jpg
Wedding,Yellow,Casual Comfort,Wedding/Yellow/Casual Comfort/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Wedding/Yellow/Casual Comfort/Accessories/90ea75f21889f3015274cf55a78a98d5.jpg
Wedding,Yellow,Casual Comfort,Wedding/Yellow/Casual Comfort/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Wedding/Yellow/Casual Comfort/Accessories/98fdc3ee8dc2e571c44f91713c899db0.jpg
Wedding,Yellow,Eco-Friendly Fashionista,Wedding/Yellow/Eco-Friendly Fashionista/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Wedding/Yellow/Eco-Friendly Fashionista/Accessories/1000015188_ed055c80-488b-4898-bf71-12024e797992-3X.png
Wedding,Yellow,Eco-Friendly Fashionista,Wedding/Yellow/Eco-Friendly Fashionista/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Wedding/Yellow/Eco-Friendly Fashionista/Accessories/36e19f4717895f66c05715b80cc67215.jpg
Wedding,Yellow,Eco-Friendly Fashionista,Wedding/Yellow/Eco-Friendly Fashionista/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Wedding/Yellow/Eco-Friendly Fashionista/Accessories/90ea75f21889f3015274cf55a78a98d5.jpg
Wedding,Yellow,Eco-Friendly Fashionista,Wedding/Yellow/Eco-Friendly Fashionista/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Wedding/Yellow/Eco-Friendly Fashionista/Accessories/98fdc3ee8dc2e571c44f91713c899db0.jpg
Wedding,Yellow,Minimalist Maven,Wedding/Yellow/Minimalist Maven/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Wedding/Yellow/Minimalist Maven/Accessories/1000015188_ed055c80-488b-4898-bf71-12024e797992-3X.png
Wedding,Yellow,Minimalist Maven,Wedding/Yellow/Minimalist Maven/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Wedding/Yellow/Minimalist Maven/Accessories/36e19f4717895f66c05715b80cc67215.jpg
Wedding,Yellow,Minimalist Maven,Wedding/Yellow/Minimalist Maven/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Wedding/Yellow/Minimalist Maven/Accessories/90ea75f21889f3015274cf55a78a98d5.jpg
Wedding,Yellow,Minimalist Maven,Wedding/Yellow/Minimalist Maven/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Wedding/Yellow/Minimalist Maven/Accessories/98fdc3ee8dc2e571c44f91713c899db0.jpg
Wedding,Yellow,Retro Futurism,Wedding/Yellow/Retro Futurism/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Wedding/Yellow/Retro Futurism/Accessories/1000015188_ed055c80-488b-4898-bf71-12024e797992-3X.png
Wedding,Yellow,Retro Futurism,Wedding/Yellow/Retro Futurism/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Wedding/Yellow/Retro Futurism/Accessories/36e19f4717895f66c05715b80cc67215.jpg
Wedding,Yellow,Retro Futurism,Wedding/Yellow/Retro Futurism/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Wedding/Yellow/Retro Futurism/Accessories/90ea75f21889f3015274cf55a78a98d5.jpg
Wedding,Yellow,Retro Futurism,Wedding/Yellow/Retro Futurism/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Wedding/Yellow/Retro Futurism/Accessories/98fdc3ee8dc2e571c44f91713c899db0.jpg
Wedding,Yellow,Streetwear,Wedding/Yellow/Streetwear/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Wedding/Yellow/Streetwear/Accessories/1000015188_ed055c80-488b-4898-bf71-12024e797992-3X.png
Wedding,Yellow,Streetwear,Wedding/Yellow/Streetwear/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Wedding/Yellow/Streetwear/Accessories/36e19f4717895f66c05715b80cc67215.jpg
Wedding,Yellow,Streetwear,Wedding/Yellow/Streetwear/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Wedding/Yellow/Streetwear/Accessories/90ea75f21889f3015274cf55a78a98d5.jpg
Wedding,Yellow,Streetwear,Wedding/Yellow/Streetwear/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Wedding/Yellow/Streetwear/Accessories/98fdc3ee8dc2e571c44f91713c899db0.jpg
Wedding,Yellow,Vintage Vibes,Wedding/Yellow/Vintage Vibes/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Wedding/Yellow/Vintage Vibes/Accessories/1000015188_ed055c80-488b-4898-bf71-12024e797992-3X.png
Wedding,Yellow,Vintage Vibes,Wedding/Yellow/Vintage Vibes/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Wedding/Yellow/Vintage Vibes/Accessories/36e19f4717895f66c05715b80cc67215.jpg
Wedding,Yellow,Vintage Vibes,Wedding/Yellow/Vintage Vibes/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Wedding/Yellow/Vintage Vibes/Accessories/90ea75f21889f3015274cf55a78a98d5.jpg
Wedding,Yellow,Vintage Vibes,Wedding/Yellow/Vintage Vibes/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Wedding/Yellow/Vintage Vibes/Accessories/98fdc3ee8dc2e571c44f91713c899db0.jpg
