Event,Color,Style,Image_Path,Type
Wedding,Yellow,Bold and Bright,Wedding\Yellow\Bold and Bright\Accessories\90ea75f21889f3015274cf55a78a98d5.jpg,Accessory
Wedding,Yellow,Bold and Bright,Wedding\Yellow\Bold and Bright\Accessories\98fdc3ee8dc2e571c44f91713c899db0.jpg,Accessory
Wedding,Yellow,Casual Comfort,Wedding\Yellow\Casual Comfort\29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Dress
Wedding,Yellow,Casual Comfort,Wedding\Yellow\Casual Comfort\Accessories\1000015188_ed055c80-488b-4898-bf71-12024e797992-3X.png,Accessory
Wedding,Yellow,Casual Comfort,Wedding\Yellow\Casual Comfort\Accessories\36e19f4717895f66c05715b80cc67215.jpg,Accessory
Wedding,Yellow,Casual Comfort,Wedding\Yellow\Casual Comfort\Accessories\90ea75f21889f3015274cf55a78a98d5.jpg,Accessory
Wedding,Yellow,Casual Comfort,Wedding\Yellow\Casual Comfort\Accessories\98fdc3ee8dc2e571c44f91713c899db0.jpg,Accessory
Wedding,Yellow,Eco-Friendly Fashionista,Wedding\Yellow\Eco-Friendly Fashionista\29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Dress
Wedding,Yellow,Eco-Friendly Fashionista,Wedding\Yellow\Eco-Friendly Fashionista\Accessories\1000015188_ed055c80-488b-4898-bf71-12024e797992-3X.png,Accessory
Wedding,Yellow,Eco-Friendly Fashionista,Wedding\Yellow\Eco-Friendly Fashionista\Accessories\36e19f4717895f66c05715b80cc67215.jpg,Accessory
Wedding,Yellow,Eco-Friendly Fashionista,Wedding\Yellow\Eco-Friendly Fashionista\Accessories\90ea75f21889f3015274cf55a78a98d5.jpg,Accessory
Wedding,Yellow,Eco-Friendly Fashionista,Wedding\Yellow\Eco-Friendly Fashionista\Accessories\98fdc3ee8dc2e571c44f91713c899db0.jpg,Accessory
Wedding,Yellow,Minimalist Maven,Wedding\Yellow\Minimalist Maven\29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Dress
Wedding,Yellow,Minimalist Maven,Wedding\Yellow\Minimalist Maven\Accessories\1000015188_ed055c80-488b-4898-bf71-12024e797992-3X.png,Accessory
Wedding,Yellow,Minimalist Maven,Wedding\Yellow\Minimalist Maven\Accessories\36e19f4717895f66c05715b80cc67215.jpg,Accessory
Wedding,Yellow,Minimalist Maven,Wedding\Yellow\Minimalist Maven\Accessories\90ea75f21889f3015274cf55a78a98d5.jpg,Accessory
Wedding,Yellow,Minimalist Maven,Wedding\Yellow\Minimalist Maven\Accessories\98fdc3ee8dc2e571c44f91713c899db0.jpg,Accessory
Wedding,Yellow,Retro Futurism,Wedding\Yellow\Retro Futurism\29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Dress
Wedding,Yellow,Retro Futurism,Wedding\Yellow\Retro Futurism\Accessories\1000015188_ed055c80-488b-4898-bf71-12024e797992-3X.png,Accessory
Wedding,Yellow,Retro Futurism,Wedding\Yellow\Retro Futurism\Accessories\36e19f4717895f66c05715b80cc67215.jpg,Accessory
Wedding,Yellow,Retro Futurism,Wedding\Yellow\Retro Futurism\Accessories\90ea75f21889f3015274cf55a78a98d5.jpg,Accessory
Wedding,Yellow,Retro Futurism,Wedding\Yellow\Retro Futurism\Accessories\98fdc3ee8dc2e571c44f91713c899db0.jpg,Accessory
Wedding,Yellow,Streetwear,Wedding\Yellow\Streetwear\29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Dress
Wedding,Yellow,Streetwear,Wedding\Yellow\Streetwear\Accessories\1000015188_ed055c80-488b-4898-bf71-12024e797992-3X.png,Accessory
Wedding,Yellow,Streetwear,Wedding\Yellow\Streetwear\Accessories\36e19f4717895f66c05715b80cc67215.jpg,Accessory
Wedding,Yellow,Streetwear,Wedding\Yellow\Streetwear\Accessories\90ea75f21889f3015274cf55a78a98d5.jpg,Accessory
Wedding,Yellow,Streetwear,Wedding\Yellow\Streetwear\Accessories\98fdc3ee8dc2e571c44f91713c899db0.jpg,Accessory
Wedding,Yellow,Vintage Vibes,Wedding\Yellow\Vintage Vibes\29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Dress
Wedding,Yellow,Vintage Vibes,Wedding\Yellow\Vintage Vibes\Accessories\1000015188_ed055c80-488b-4898-bf71-12024e797992-3X.png,Accessory
Wedding,Yellow,Vintage Vibes,Wedding\Yellow\Vintage Vibes\Accessories\36e19f4717895f66c05715b80cc67215.jpg,Accessory
Wedding,Yellow,Vintage Vibes,Wedding\Yellow\Vintage Vibes\Accessories\90ea75f21889f3015274cf55a78a98d5.jpg,Accessory
Wedding,Yellow,Vintage Vibes,Wedding\Yellow\Vintage Vibes\Accessories\98fdc3ee8dc2e571c44f91713c899db0.jpg,Accessory
